Is Superhost,neighbourhood,Neighborhood Group,Latitude,Longitude,Property Type,Room Type,Accomodates,Bathrooms,Bedrooms,Beds,Guests Included,Min Nights,Reviews,Instant Bookable,Business Travel Ready,Price
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49075,13.40011,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,59,f,f,92.0
f,Charlottenburg,Charlottenburg-Wilm.,52.51223000000001,13.303829999999998,Apartment,Private room,3,1.0,1.0,2.0,2,5,6,f,f,30.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.48121,13.34588,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,14,f,f,64.0
f,Prenzlauer Berg,Pankow,52.537859999999995,13.41356,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,2,0,f,f,90.0
f,Prenzlauer Berg,Pankow,52.53014,13.43583,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,2,1,t,f,80.0
t,Charlottenburg,Charlottenburg-Wilm.,52.50711,13.2993,Apartment,Entire home/apt,9,2.0,3.0,8.0,6,2,26,f,f,139.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.49299,13.42523,Apartment,Private room,2,1.0,1.0,1.0,1,2,27,t,f,39.0
f,Mitte,Mitte,52.51226,13.396620000000002,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,5,1,f,f,185.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.52455,13.43619,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,4,f,f,65.0
f,SchmÃ¶ckwitz,Treptow - KÃ¶penick,52.37989,13.634579999999998,Guesthouse,Entire home/apt,3,1.0,0.0,1.0,2,1,0,t,f,50.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47874,13.44426,Apartment,Private room,4,1.0,1.0,2.0,2,5,6,f,f,50.0
f,Mitte,Mitte,52.53879000000001,13.40556,Apartment,Entire home/apt,4,1.0,3.0,3.0,2,6,0,f,f,50.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48066,13.43054,Apartment,Private room,3,1.0,1.0,2.0,1,4,6,f,f,50.0
f,Steglitz,Steglitz - Zehlendorf,52.44224000000001,13.348420000000004,Apartment,Private room,2,1.0,1.0,1.0,1,1,0,t,f,26.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48781999999999,13.42164,Apartment,Private room,2,1.0,1.0,1.0,1,5,2,f,f,30.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.49975,13.44292,Apartment,Private room,4,1.0,2.0,3.0,1,2,3,t,f,62.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.4796,13.36041,Apartment,Private room,2,1.0,1.0,1.0,1,2,3,f,f,65.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.48804000000001,13.4068,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,126,f,f,99.0
f,Wedding,Mitte,52.54932,13.377779999999998,Condominium,Entire home/apt,2,1.5,1.0,1.0,1,1,1,f,f,60.0
f,Rummelsburg,Lichtenberg,52.50851,13.49354,Apartment,Entire home/apt,4,1.0,0.0,1.0,1,1,1,f,f,61.0
f,Prenzlauer Berg,Pankow,52.53829,13.410279999999998,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,2,33,f,f,59.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47905,13.42273,Apartment,Private room,2,1.0,1.0,1.0,1,6,9,f,f,45.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47796999999999,13.44761,Apartment,Private room,2,1.0,1.0,1.0,1,1,8,t,f,29.0
f,WeiÃensee,Pankow,52.54929,13.46811,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,3,0,f,f,50.0
t,,Spandau,52.54815,13.22584,Serviced apartment,Entire home/apt,5,1.0,1.0,3.0,1,3,0,t,f,106.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50089000000001,13.4305,Apartment,Entire home/apt,3,1.0,0.0,1.0,1,10,16,f,f,37.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48243000000001,13.44896,Apartment,Entire home/apt,6,1.0,2.0,6.0,4,3,10,f,f,99.0
f,Prenzlauer Berg,Pankow,52.54438,13.41159,Apartment,Private room,1,1.0,1.0,1.0,1,1,202,t,f,55.0
f,Mitte,Mitte,52.53291999999999,13.404470000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,30,60,f,f,70.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48115,13.45164,Apartment,Private room,1,1.0,1.0,1.0,1,1,0,f,f,26.0
f,Marzahn,Marzahn - Hellersdorf,52.53258000000001,13.55342,Apartment,Entire home/apt,5,2.0,3.0,4.0,5,7,4,t,f,80.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49681,13.34632,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,2,f,f,50.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.50968,13.45687,Apartment,Private room,2,1.0,1.0,1.0,1,4,22,f,f,59.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50937,13.46124,Apartment,Private room,2,1.0,0.0,2.0,1,2,4,t,f,30.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51659,13.46766,Apartment,Entire home/apt,4,1.0,1.0,4.0,2,3,8,f,f,55.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48291,13.43209,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,t,f,23.0
f,Britz,NeukÃ¶lln,52.45363000000001,13.452329999999998,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,1,1,t,f,50.0
t,Tiergarten,Mitte,52.50726999999999,13.34968,Apartment,Entire home/apt,1,1.0,0.0,1.0,1,6,55,f,f,59.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50584,13.459870000000002,Apartment,Private room,1,1.0,1.0,1.0,1,7,2,f,f,42.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.49375,13.39766,Apartment,Entire home/apt,6,2.0,2.0,6.0,1,1,4,t,f,100.0
f,Prenzlauer Berg,Pankow,52.54259,13.40315,Apartment,Private room,1,1.0,1.0,1.0,1,90,4,f,f,21.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.4866,13.35509,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,6,56,f,f,38.0
f,NeukÃ¶lln,NeukÃ¶lln,52.4824,13.42832,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,4,40,f,f,55.0
t,Mitte,Mitte,52.51982,13.41705,Apartment,Entire home/apt,6,2.0,3.0,4.0,4,4,16,f,f,250.0
f,Mitte,Mitte,52.53465,13.39223,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,2,t,f,130.0
f,NiederschÃ¶nhausen,Pankow,52.57846999999999,13.3954,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,5,0,t,f,35.0
f,OberschÃ¶neweide,Treptow - KÃ¶penick,52.45646999999999,13.51889,Apartment,Private room,1,1.0,1.0,1.0,1,1,2,f,f,53.0
f,Wedding,Mitte,52.55763,13.353329999999998,Apartment,Entire home/apt,4,1.0,2.0,3.0,2,2,3,t,f,40.0
f,OberschÃ¶neweide,Treptow - KÃ¶penick,52.46911,13.532420000000002,Apartment,Private room,2,1.0,1.0,1.0,1,2,0,f,f,14.0
f,Prenzlauer Berg,Pankow,52.53548000000001,13.43511,Apartment,Entire home/apt,4,2.0,3.0,3.0,1,3,2,f,f,150.0
t,Mahlsdorf,Marzahn - Hellersdorf,52.50686,13.56101,House,Private room,3,1.0,1.0,2.0,1,2,25,t,f,15.0
f,Pankow,Pankow,52.56322,13.424529999999995,Apartment,Private room,2,1.0,1.0,1.0,1,3,79,f,f,42.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.48195,13.3563,Apartment,Private room,2,1.0,1.0,1.0,1,1,19,t,f,35.0
f,KÃ¶penick,Treptow - KÃ¶penick,52.46454,13.584279999999998,Apartment,Private room,2,1.0,1.0,2.0,2,2,2,f,f,15.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49047,13.43087,Apartment,Private room,1,1.0,1.0,1.0,1,3,13,t,f,25.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.49195,13.462020000000004,Apartment,Private room,3,1.0,1.0,2.0,2,5,0,t,f,48.0
f,Wedding,Mitte,52.56754000000001,13.39275,Apartment,Private room,1,1.0,1.0,1.0,1,1,1,f,f,25.0
f,Karlshorst,Lichtenberg,52.47735,13.52496,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,2,1,f,f,49.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.512130000000006,13.466620000000002,Apartment,Private room,1,1.0,1.0,1.0,1,10,6,f,f,15.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51476999999999,13.46876,Apartment,Private room,2,1.0,1.0,1.0,1,14,2,f,f,28.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51586999999999,13.47024,Apartment,Private room,2,1.0,1.0,1.0,1,1,4,f,f,30.0
f,Prenzlauer Berg,Pankow,52.53208000000001,13.42283,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,7,0,f,f,60.0
t,NeukÃ¶lln,NeukÃ¶lln,52.48367,13.43584,Apartment,Private room,1,1.0,1.0,1.0,1,3,1,t,f,22.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49948000000001,13.44012,Apartment,Private room,1,1.5,1.0,1.0,1,2,1,f,f,31.0
t,Wilmersdorf,Charlottenburg-Wilm.,52.468619999999994,13.31165,Apartment,Entire home/apt,2,1.5,1.0,1.0,1,14,16,f,f,125.0
f,Wedding,Mitte,52.54740999999999,13.365520000000002,Apartment,Private room,2,1.0,1.0,1.0,1,3,3,t,f,31.0
f,Rudow,NeukÃ¶lln,52.42691,13.43678,Townhouse,Entire home/apt,5,2.0,3.0,5.0,4,5,13,t,f,60.0
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.46859,13.38118,Apartment,Private room,2,1.0,0.0,1.0,1,4,3,f,f,40.0
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.46398000000001,13.38296,Apartment,Private room,2,1.0,1.0,2.0,1,3,1,f,f,28.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51778,13.46974,Apartment,Private room,2,1.0,1.0,1.0,1,1,5,f,f,50.0
t,Prenzlauer Berg,Pankow,52.53242,13.42789,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,30,3,t,f,110.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49835,13.446429999999998,Apartment,Entire home/apt,3,1.0,1.0,2.0,3,3,1,t,f,110.0
f,Prenzlauer Berg,Pankow,52.53166,13.4038,Apartment,Private room,2,1.0,1.0,1.0,1,3,14,t,f,40.0
t,Lichtenberg,Lichtenberg,52.512919999999994,13.480579999999998,Apartment,Private room,1,1.0,1.0,1.0,1,25,2,t,f,20.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.46936,13.30081,Apartment,Entire home/apt,4,1.0,2.0,1.0,1,5,0,f,f,106.0
f,Prenzlauer Berg,Pankow,52.53471,13.42185,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,3,5,f,f,55.0
t,Prenzlauer Berg,Pankow,52.54315,13.42016,Apartment,Entire home/apt,6,1.0,2.0,2.0,2,90,17,t,f,140.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46601999999999,13.42565,Apartment,Private room,2,1.0,1.0,1.0,1,1,6,f,f,20.0
f,Prenzlauer Berg,Pankow,52.556,13.420220000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,0,f,f,60.0
f,Moabit,Mitte,52.52213000000001,13.33322,Apartment,Private room,2,1.0,1.0,1.0,1,15,0,f,f,29.0
f,NiederschÃ¶nhausen,Pankow,52.58549,13.39705,Apartment,Private room,2,1.0,1.0,2.0,2,1,5,t,f,60.0
f,Mitte,Mitte,52.52536,13.39696,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,30,4,f,f,67.0
f,OberschÃ¶neweide,Treptow - KÃ¶penick,52.46168000000001,13.5238,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,25,13,f,f,25.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.51102,13.46858,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,2,10,t,f,75.0
f,Prenzlauer Berg,Pankow,52.53974,13.41471,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,22,f,f,33.0
f,Prenzlauer Berg,Pankow,52.55079,13.4127,Apartment,Private room,2,1.0,1.0,1.0,1,2,8,t,f,27.0
f,NiederschÃ¶nhausen,Pankow,52.583969999999994,13.40422,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,1,7,f,f,75.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49255,13.41504,Loft,Entire home/apt,4,2.0,2.0,2.0,2,6,12,f,f,70.0
f,WeiÃensee,Pankow,52.54847,13.46578,Apartment,Entire home/apt,1,1.0,0.0,1.0,1,2,29,f,f,25.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.5147,13.4354,Apartment,Private room,2,1.0,1.0,1.0,1,4,53,f,f,32.0
f,WeiÃensee,Pankow,52.54642,13.44006,Apartment,Private room,1,1.0,1.0,1.0,1,2,9,f,f,24.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49977,13.34889,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,f,f,32.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49211999999999,13.417270000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,5,38,t,f,185.0
f,Mitte,Mitte,52.53396,13.40983,Apartment,Private room,1,1.0,1.0,1.0,1,1,0,f,f,35.0
t,Mitte,Mitte,52.507169999999995,13.41684,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,90,3,f,f,125.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48405,13.42526,Apartment,Entire home/apt,8,2.0,3.0,1.0,1,2,3,f,f,314.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49876999999999,13.38234,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,0,f,f,35.0
f,Charlottenburg,Charlottenburg-Wilm.,52.51853000000001,13.30666,Other,Entire home/apt,2,1.0,1.0,1.0,1,1,1,t,f,25.0
f,Mitte,Mitte,52.5341,13.40022,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,3,0,f,f,103.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49629,13.39914,Apartment,Private room,2,1.0,1.0,1.0,1,3,6,f,f,30.0
f,Mahlsdorf,Marzahn - Hellersdorf,52.53273000000001,13.55611,House,Private room,4,1.0,1.0,1.0,2,1,49,t,f,20.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47928000000001,13.44724,Apartment,Private room,3,1.0,2.0,1.0,1,5,2,f,f,54.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51975,13.451670000000002,Apartment,Private room,2,1.0,1.0,1.0,1,3,5,f,f,40.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49564,13.378720000000001,Apartment,Entire home/apt,5,1.0,2.0,2.0,1,2,39,f,f,15.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51945,13.44842,Apartment,Private room,3,1.0,1.0,3.0,2,3,5,t,f,80.0
f,NeukÃ¶lln,NeukÃ¶lln,52.4799,13.44295,Apartment,Entire home/apt,3,1.0,2.0,2.0,1,7,9,f,f,61.0
f,Prenzlauer Berg,Pankow,52.53241,13.42088,Apartment,Entire home/apt,4,2.0,2.0,2.0,1,3,14,f,f,130.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51691999999999,13.47049,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,2,17,t,f,54.0
f,Moabit,Mitte,52.52125,13.33327,Loft,Entire home/apt,4,1.0,3.0,3.0,2,1,63,t,f,129.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48504000000001,13.44705,Apartment,Entire home/apt,4,1.0,0.0,2.0,2,4,6,f,f,85.0
t,Mitte,Mitte,52.52019,13.41077,Apartment,Entire home/apt,3,1.0,0.0,2.0,1,5,135,t,f,48.0
f,Prenzlauer Berg,Pankow,52.54793000000001,13.41784,Apartment,Private room,2,2.0,1.0,1.0,1,1,13,f,f,17.0
f,Wedding,Mitte,52.55065,13.38265,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,4,13,t,f,48.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50724000000001,13.46686,Apartment,Private room,3,1.0,1.0,2.0,1,3,4,f,f,38.0
f,Wedding,Mitte,52.55805,13.3761,Apartment,Private room,2,1.5,1.0,1.0,1,4,16,f,f,40.0
f,Rummelsburg,Lichtenberg,52.50581,13.48584,Apartment,Private room,5,1.0,1.0,4.0,2,1,14,f,f,45.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48246999999999,13.45055,Apartment,Entire home/apt,2,1.0,2.0,1.0,1,2,6,t,f,38.0
f,Moabit,Mitte,52.53711,13.3519,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,14,0,t,f,50.0
t,Mitte,Mitte,52.53029000000001,13.394320000000002,Loft,Entire home/apt,2,1.0,1.0,1.0,2,1,101,f,f,85.0
t,Mitte,Mitte,52.52979000000001,13.3941,Apartment,Private room,1,1.0,1.0,1.0,1,1,3,f,f,36.0
f,Prenzlauer Berg,Pankow,52.54159,13.412229999999996,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,24,f,f,43.0
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.45908000000001,13.38642,Apartment,Private room,2,2.0,1.0,1.0,1,4,0,f,f,30.0
f,Prenzlauer Berg,Pankow,52.53383000000001,13.4192,Condominium,Entire home/apt,3,1.0,2.0,3.0,1,3,0,t,f,140.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50334,13.30391,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,2,t,f,50.0
f,Mariendorf,Tempelhof - SchÃ¶neberg,52.44643000000001,13.38775,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,2,28,t,f,25.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.47564000000001,13.32366,Apartment,Private room,2,1.0,1.0,2.0,1,1,3,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48413000000001,13.42874,Apartment,Private room,2,1.0,1.0,1.0,1,2,0,f,f,20.0
t,NeukÃ¶lln,NeukÃ¶lln,52.48414,13.4286,Apartment,Private room,1,1.0,1.0,1.0,1,3,25,t,f,19.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.51383000000001,13.46045,Apartment,Private room,2,1.0,1.0,1.0,1,3,94,t,f,40.0
f,Charlottenburg,Charlottenburg-Wilm.,52.50966999999999,13.32183,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,9,f,f,43.0
f,Charlottenburg,Charlottenburg-Wilm.,52.50694,13.31874,Serviced apartment,Entire home/apt,6,2.0,2.0,4.0,1,1,1,t,f,295.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48517,13.377,Apartment,Private room,2,1.0,1.0,1.0,1,3,7,f,f,25.0
t,Steglitz,Steglitz - Zehlendorf,52.46203000000001,13.34083,Apartment,Entire home/apt,4,1.0,3.0,4.0,1,60,37,f,f,38.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50192,13.427270000000002,Condominium,Entire home/apt,4,1.0,2.0,2.0,2,60,17,f,f,175.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.49838,13.45321,Apartment,Private room,2,1.0,1.0,1.0,1,7,2,f,f,65.0
t,Prenzlauer Berg,Pankow,52.54,13.42279,Apartment,Private room,2,1.0,1.0,1.0,1,2,123,f,f,45.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.51248,13.470629999999998,Apartment,Entire home/apt,5,2.0,2.0,4.0,1,3,69,t,f,200.0
t,Prenzlauer Berg,Pankow,52.54504,13.40266,Loft,Entire home/apt,7,2.5,2.0,6.0,4,3,63,t,f,250.0
f,NeukÃ¶lln,NeukÃ¶lln,52.487269999999995,13.43678,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,5,20,f,f,55.0
f,NeukÃ¶lln,NeukÃ¶lln,52.4701,13.45367,Apartment,Private room,1,1.0,1.0,1.0,1,3,2,f,f,16.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.49238000000001,13.39763,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,60,25,f,f,45.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48256,13.43697,Apartment,Private room,2,1.5,1.0,1.0,1,3,6,f,f,43.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48838000000001,13.440929999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,60,0,t,f,44.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49779000000001,13.426670000000001,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,2,7,f,f,100.0
f,Charlottenburg,Charlottenburg-Wilm.,52.517480000000006,13.28825,Apartment,Private room,4,1.0,2.0,3.0,1,1,0,f,f,35.0
f,Charlottenburg,Charlottenburg-Wilm.,52.50711,13.3028,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,3,28,f,f,57.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51536,13.469320000000002,Apartment,Private room,2,1.5,1.0,1.0,1,2,1,t,f,32.0
f,Prenzlauer Berg,Pankow,52.54209,13.40526,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,14,3,f,f,70.0
t,Moabit,Mitte,52.53698000000001,13.34991,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,23,t,f,39.0
t,Prenzlauer Berg,Pankow,52.54391999999999,13.41976,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,13,f,f,33.0
f,Marzahn,Marzahn - Hellersdorf,52.51844000000001,13.5241,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,0,t,f,40.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.5091,13.46689,Apartment,Private room,2,2.0,0.0,1.0,1,3,7,t,f,50.0
f,Prenzlauer Berg,Pankow,52.5453,13.42065,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,2,12,f,f,56.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.51011,13.45819,Apartment,Entire home/apt,6,1.0,2.0,3.0,1,5,28,f,f,109.0
f,Pankow,Pankow,52.55711999999999,13.4117,Apartment,Private room,2,1.0,1.0,2.0,2,2,2,t,f,45.0
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.46036999999999,13.38499,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,13,f,f,38.0
f,Wedding,Mitte,52.5686,13.39228,Apartment,Private room,2,1.0,1.0,1.0,1,5,0,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.49061999999999,13.42826,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,7,0,f,f,60.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47416,13.42994,Apartment,Private room,2,1.0,1.0,2.0,1,10,3,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47483000000001,13.4531,Apartment,Private room,2,1.0,1.0,1.0,1,4,2,t,f,30.0
f,Friedenau,Tempelhof - SchÃ¶neberg,52.4725,13.330979999999998,Apartment,Private room,2,1.0,1.0,1.0,1,10,0,f,f,30.0
f,Mitte,Mitte,52.50993,13.39584,Apartment,Private room,1,1.0,1.0,1.0,1,1,23,f,f,85.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50966999999999,13.46782,Apartment,Entire home/apt,2,1.0,2.0,2.0,1,1,0,t,f,46.0
f,Wedding,Mitte,52.55216,13.39542,Apartment,Entire home/apt,6,1.0,1.0,3.0,2,4,130,f,f,79.0
f,Prenzlauer Berg,Pankow,52.53083,13.42315,Apartment,Private room,2,1.0,1.0,1.0,1,5,1,f,f,40.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48753000000001,13.42051,Apartment,Private room,1,2.0,0.0,1.0,1,,4,f,f,20.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51458000000001,13.4477,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,2,8,f,f,75.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48544,13.43949,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,12,f,f,120.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50911999999999,13.45786,Condominium,Entire home/apt,3,1.0,1.0,2.0,1,2,2,f,f,89.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50273000000001,13.42465,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,14,f,f,43.0
t,Wedding,Mitte,52.54203,13.37867,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,90,1,t,f,30.0
f,Prenzlauer Berg,Pankow,52.53591999999999,13.42278,Apartment,Private room,2,1.0,1.0,1.0,1,4,33,f,f,70.0
f,NeukÃ¶lln,NeukÃ¶lln,52.487669999999994,13.43973,Apartment,Private room,2,1.5,0.0,1.0,1,1,5,f,f,33.0
f,Moabit,Mitte,52.52766,13.35786,Apartment,Entire home/apt,4,1.0,0.0,2.0,3,2,135,t,f,100.0
f,Prenzlauer Berg,Pankow,52.54212,13.40526,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,3,3,f,f,38.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50936999999999,13.45518,Apartment,Private room,2,1.0,1.0,1.0,1,2,9,f,f,35.0
f,Baumschulenweg,Treptow - KÃ¶penick,52.46595,13.484220000000002,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,t,f,20.0
t,Pankow,Pankow,52.55541999999999,13.417129999999998,Condominium,Entire home/apt,2,1.0,1.0,1.0,1,3,171,f,f,80.0
f,Mitte,Mitte,52.53133000000001,13.39515,Apartment,Private room,2,1.0,1.0,1.0,1,3,5,f,f,40.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47964,13.42479,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,7,0,f,f,55.0
t,Wilmersdorf,Charlottenburg-Wilm.,52.49794,13.33315,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,0,f,f,60.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.50394,13.42496,Apartment,Private room,2,1.0,1.0,1.0,1,6,44,f,f,40.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.47818,13.357879999999998,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,180,1,f,f,25.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47488000000001,13.42124,Apartment,Private room,2,1.0,1.0,1.0,1,4,5,t,f,35.0
t,NeukÃ¶lln,NeukÃ¶lln,52.48833000000001,13.42903,Apartment,Private room,2,1.0,1.0,2.0,2,3,44,t,f,40.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51458,13.45953,Apartment,Private room,2,1.5,1.0,1.0,1,7,4,f,f,18.0
t,Mitte,Mitte,52.52830999999999,13.40485,Apartment,Entire home/apt,2,1.0,2.0,1.0,2,1,14,t,f,250.0
f,Prenzlauer Berg,Pankow,52.52736,13.41046,Apartment,Entire home/apt,3,1.0,2.0,1.0,1,1,17,f,f,75.0
f,Mitte,Mitte,52.52221,13.40041,Apartment,Private room,2,1.0,1.0,2.0,1,3,5,t,f,30.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50043,13.3748,Apartment,Private room,2,1.0,1.0,1.0,1,2,3,t,f,29.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.5114,13.458220000000004,Serviced apartment,Entire home/apt,5,1.0,2.0,3.0,1,3,32,f,f,250.0
